a.gal1.s,22.98,0.406117128
a.gal1.s,22.99,0.406188901
a.gal1.s,23,0.406260494
a.gal1.s,23.01,0.406331905
a.gal1.s,23.02,0.406403134
a.gal1.s,23.03,0.406474179
a.gal1.s,23.04,0.40654504
a.gal1.s,23.05,0.406615715
a.gal1.s,23.06,0.406686203
a.gal1.s,23.07,0.406756503
a.gal1.s,23.08,0.406826615
a.gal1.s,23.09,0.406896537
a.gal1.s,23.1,0.406966269
a.gal1.s,23.11,0.407035808
a.gal1.s,23.12,0.407105155
a.gal1.s,23.13,0.407174307
a.gal1.s,23.14,0.407243265
a.gal1.s,23.15,0.407312026
a.gal1.s,23.16,0.40738059
a.gal1.s,23.17,0.407448955
a.gal1.s,23.18,0.407517122
a.gal1.s,23.19,0.407585087
a.gal1.s,23.2,0.407652851
a.gal1.s,23.21,0.407720412
a.gal1.s,23.22,0.407787769
a.gal1.s,23.23,0.40785492
a.gal1.s,23.24,0.407921866
a.gal1.s,23.25,0.407988603
a.gal1.s,23.26,0.408055133
a.gal1.s,23.27,0.408121452
a.gal1.s,23.28,0.40818756
a.gal1.s,23.29,0.408253456
a.gal1.s,23.3,0.408319138
a.gal1.s,23.31,0.408384606
a.gal1.s,23.32,0.408449857
a.gal1.s,23.33,0.408514892
a.gal1.s,23.34,0.408579708
a.gal1.s,23.35,0.408644304
a.gal1.s,23.36,0.408708679
a.gal1.s,23.37,0.408772832
a.gal1.s,23.38,0.408836762
a.gal1.s,23.39,0.408900466
a.gal1.s,23.4,0.408963945
a.gal1.s,23.41,0.409027196
a.gal1.s,23.42,0.409090218
a.gal1.s,23.43,0.40915301
a.gal1.s,23.44,0.40921557
a.gal1.s,23.45,0.409277898
a.gal1.s,23.46,0.409339992
a.gal1.s,23.47,0.40940185
a.gal1.s,23.48,0.409463471
a.gal1.s,23.49,0.409524854
a.gal1.s,23.5,0.409585997
a.gal1.s,23.51,0.409646899
a.gal1.s,23.52,0.409707558
a.gal1.s,23.53,0.409767974
a.gal1.s,23.54,0.409828144
a.gal1.s,23.55,0.409888067
