a.gal1.s,0,0.001584758
a.gal1.s,-0.01,0.001888309
a.gal1.s,-0.02,0.002242678
a.gal1.s,-0.03,0.002654902
a.gal1.s,-0.04,0.003132721
a.gal1.s,-0.05,0.003684605
a.gal1.s,-0.06,0.004319764
a.gal1.s,-0.07,0.005048165
a.gal1.s,-0.08,0.005880526
a.gal1.s,-0.09,0.0068283
a.gal1.s,-0.1,0.007903651
a.gal1.s,-0.11,0.009119412
a.gal1.s,-0.12,0.010489028
a.gal1.s,-0.13,0.012026479
a.gal1.s,-0.14,0.013746192
a.gal1.s,-0.15,0.015662932
a.gal1.s,-0.16,0.017791671
a.gal1.s,-0.17,0.020147445
a.gal1.s,-0.18,0.022745192
a.gal1.s,-0.19,0.025599574
a.gal1.s,-0.2,0.028724782
a.gal1.s,-0.21,0.032134337
a.gal1.s,-0.22,0.03584087
a.gal1.s,-0.23,0.039855908
a.gal1.s,-0.24,0.044189647
a.gal1.s,-0.25,0.048850733
a.gal1.s,-0.26,0.053846043
a.gal1.s,-0.27,0.059180482
a.gal1.s,-0.28,0.064856786
a.gal1.s,-0.29,0.070875354
a.gal1.s,-0.3,0.077234089
a.gal1.s,-0.31,0.083928285
a.gal1.s,-0.32,0.090950527
a.gal1.s,-0.33,0.098290636
a.gal1.s,-0.34,0.105935648
a.gal1.s,-0.35,0.113869837
a.gal1.s,-0.36,0.12207477
a.gal1.s,-0.37,0.130529412
a.gal1.s,-0.38,0.139210267
a.gal1.s,-0.39,0.148091561
a.gal1.s,-0.4,0.157145464
a.gal1.s,-0.41,0.166342339
a.gal1.s,-0.42,0.175651038
a.gal1.s,-0.43,0.185039201
a.gal1.s,-0.44,0.194473602
a.gal1.s,-0.45,0.203920487
a.gal1.s,-0.46,0.213345939
a.gal1.s,-0.47,0.222716233
a.gal1.s,-0.48,0.231998198
a.gal1.s,-0.49,0.241159562
a.gal1.s,-0.5,0.250169284
a.gal1.s,-0.51,0.258997862
a.gal1.s,-0.52,0.267617622
a.gal1.s,-0.53,0.276002965
a.gal1.s,-0.54,0.284130585
a.gal1.s,-0.55,0.291979651
a.gal1.s,-0.56,0.299531944
a.gal1.s,-0.57,0.306771957
a.gal1.s,-0.58,0.313686951
a.gal1.s,-0.59,0.320266971
a.gal1.s,-0.6,0.326504822
a.gal1.s,-0.61,0.332396011
a.gal1.s,-0.62,0.337938651
a.gal1.s,-0.63,0.343133335
a.gal1.s,-0.64,0.347982983
a.gal1.s,-0.65,0.352492668
a.gal1.s,-0.66,0.356669422
a.gal1.s,-0.67,0.360522026
a.gal1.s,-0.68,0.364060796
a.gal1.s,-0.69,0.367297362
a.gal1.s,-0.7,0.370244441
a.gal1.s,-0.71,0.37291562
a.gal1.s,-0.72,0.375325144
a.gal1.s,-0.73,0.377487711
a.gal1.s,-0.74,0.379418281
a.gal1.s,-0.75,0.381131899
a.gal1.s,-0.76,0.382643536
a.gal1.s,-0.77,0.383967941
a.gal1.s,-0.78,0.385119521
a.gal1.s,-0.79,0.386112226
a.gal1.s,-0.8,0.386959465
a.gal1.s,-0.81,0.387674029
a.gal1.s,-0.82,0.38826804
a.gal1.s,-0.83,0.388752903
a.gal1.s,-0.84,0.389139288
a.gal1.s,-0.85,0.389437112
a.gal1.s,-0.86,0.389655541
a.gal1.s,-0.87,0.389802997
a.gal1.s,-0.88,0.389887174
a.gal1.s,-0.89,0.389915068
a.gal1.s,-0.9,0.389893002
a.gal1.s,-0.91,0.389826665
a.gal1.s,-0.92,0.389721148
a.gal1.s,-0.93,0.389580984
a.gal1.s,-0.94,0.389410191
a.gal1.s,-0.95,0.389212315
a.gal1.s,-0.96,0.388990467
a.gal1.s,-0.97,0.388747367
a.gal1.s,-0.98,0.388485382
a.gal1.s,-0.99,0.388206563
a.gal1.s,-1,0.387912677
a.gal1.s,-1.01,0.387605244
a.gal1.s,-1.02,0.387285564
a.gal1.s,-1.03,0.386954744
a.gal1.s,-1.04,0.386613723
a.gal1.s,-1.05,0.386263297
a.gal1.s,-1.06,0.385904136
a.gal1.s,-1.07,0.385536802
a.gal1.s,-1.08,0.385161767
a.gal1.s,-1.09,0.384779424
a.gal1.s,-1.1,0.384390101
a.gal1.s,-1.11,0.383994073
a.gal1.s,-1.12,0.383591565
a.gal1.s,-1.13,0.383182767
a.gal1.s,-1.14,0.382767835
a.gal1.s,-1.15,0.382346901
a.gal1.s,-1.16,0.381920072
a.gal1.s,-1.17,0.381487441
a.gal1.s,-1.18,0.381049085
a.gal1.s,-1.19,0.38060507
a.gal1.s,-1.2,0.380155453
a.gal1.s,-1.21,0.379700283
a.gal1.s,-1.22,0.379239603
a.gal1.s,-1.23,0.378773451
a.gal1.s,-1.24,0.378301863
a.gal1.s,-1.25,0.377824872
a.gal1.s,-1.26,0.377342506
a.gal1.s,-1.27,0.376854794
a.gal1.s,-1.28,0.376361765
a.gal1.s,-1.29,0.375863442
a.gal1.s,-1.3,0.375359853
a.gal1.s,-1.31,0.374851023
a.gal1.s,-1.32,0.374336975
a.gal1.s,-1.33,0.373817735
a.gal1.s,-1.34,0.373293327
a.gal1.s,-1.35,0.372763775
a.gal1.s,-1.36,0.372229105
a.gal1.s,-1.37,0.37168934
a.gal1.s,-1.38,0.371144505
a.gal1.s,-1.39,0.370594625
a.gal1.s,-1.4,0.370039726
a.gal1.s,-1.41,0.369479831
a.gal1.s,-1.42,0.368914967
a.gal1.s,-1.43,0.368345159
a.gal1.s,-1.44,0.367770432
a.gal1.s,-1.45,0.367190812
a.gal1.s,-1.46,0.366606326
a.gal1.s,-1.47,0.366016999
a.gal1.s,-1.48,0.365422858
a.gal1.s,-1.49,0.36482393
a.gal1.s,-1.5,0.36422024
a.gal1.s,-1.51,0.363611817
a.gal1.s,-1.52,0.362998686
a.gal1.s,-1.53,0.362380876
a.gal1.s,-1.54,0.361758414
a.gal1.s,-1.55,0.361131327
a.gal1.s,-1.56,0.360499643
a.gal1.s,-1.57,0.35986339
a.gal1.s,-1.58,0.359222596
a.gal1.s,-1.59,0.35857729
a.gal1.s,-1.6,0.3579275
a.gal1.s,-1.61,0.357273254
a.gal1.s,-1.62,0.356614581
a.gal1.s,-1.63,0.355951511
a.gal1.s,-1.64,0.355284072
a.gal1.s,-1.65,0.354612293
a.gal1.s,-1.66,0.353936204
a.gal1.s,-1.67,0.353255834
a.gal1.s,-1.68,0.352571214
a.gal1.s,-1.69,0.351882372
a.gal1.s,-1.7,0.351189339
a.gal1.s,-1.71,0.350492145
a.gal1.s,-1.72,0.349790819
a.gal1.s,-1.73,0.349085394
a.gal1.s,-1.74,0.348375898
a.gal1.s,-1.75,0.347662362
